asin,brand,avg_rating,activeness
B00G4IUFUW,6,4.88,467.9439
B00G4IVKYC,6,5.0,37.7088
B00G4IVUHO,6,4.67,110.9709
B00G4IW2PI,6,4.91,614.9032
B00G4IVGM8,6,5.0,187.5635
B00G4IWEZG,6,4.73,19158.3102
B00G4IVRI6,6,5.0,56.5412
B00G4IUPVQ,6,4.7,931.4606
B00G4IVPQ0,6,5.0,75.024
B00G4IVA4W,6,5.0,18.7198
B00G4IUJQC,6,4.86,128.4897
B00G4IVSWQ,6,4.28,469.0989
B00G4IV8W6,6,3.0,37.7587
B00G4IV2VI,6,4.77,36112.2999
B00G4IVD08,6,5.0,18.8645
B00G4IWDXE,6,4.6,2419.6129
B00G4IVNLW,6,5.0,18.8634
B00G4IVVVE,6,5.0,18.6495
B00G4IW4LK,6,4.74,430.9119
B00G4IW690,6,4.83,4063.3515
B00G4IUQVK,6,4.9,184.1585
B00G4IW938,6,4.88,3083.5492
B00G4IVZH4,6,4.45,205.2243
B00G4IWAF0,6,4.64,935.6833
B00G6RL4XI,175,5.0,18.5798
B00GB8MWTC,176,4.79,434.1195
B00GBTLOF4,177,2.0,17.9264
B00GDHVSYG,178,4.61,2407.1943
B00GOLGWVK,179,4.55,9220.8094
B00GOLH84U,61,4.65,6408.3899
B00GOLH06Q,180,4.31,239.7115
B00GOLH5UC,136,4.65,1068.8541
B00GOLH1LK,181,2.6,87.7466
B00GOLQ9AY,182,2.3,181.6936
B00GP6WI44,183,1.0,18.5798
B00GRL9KCA,184,4.59,831.8884
B00GRL9IPY,185,4.67,53.1198
B00GRLGF6O,186,4.58,772.3376
B00GRLUECA,187,4.66,4938.0747
B00GTYGZJQ,6,5.0,55.9916
B00GTYGVJK,6,5.0,17.7736
B00GTYGYN8,6,5.0,37.1632
B00GTYH0E0,6,4.0,56.1279
B00GU2ZZ8Y,188,4.53,6319.832
B00GXSC0YW,6,4.36,206.7332
B00GXSBXTA,6,4.33,111.4522
B00GXSC5YM,6,5.0,131.726
B00GXSC4XY,6,5.0,336.8363
B00GXSBZZC,6,4.41,596.717
B00GXSCC7C,6,5.0,36.4243
B00GXSCD9Y,6,5.0,18.6813
B00GXSCGAA,6,5.0,18.6378
B00GXSCRCC,6,4.95,412.6265
B00GXSC204,6,4.78,168.1325
B00GXSCTZM,6,4.67,113.1681
B00GXSCMBS,6,4.56,335.9632
B00GXSCUWE,6,4.43,131.2165
B00GXSCPEC,6,4.93,281.4827
B00GXSCJDY,6,4.75,375.8406
B00GXSBUKC,6,5.0,168.0678
B00GXSCVUU,6,4.81,1070.0444
B00GXSCLI2,6,4.95,373.9492
B00GXSCXQM,6,5.0,37.3944
B00GXSCYVQ,6,4.75,74.7912
B00GXSCODO,6,4.54,449.8261
B00GXSCKEW,6,4.59,731.1682
B00GXSDE60,6,5.0,18.8848
B00GXSDC0S,6,5.0,18.7482
B00GXSD53M,6,5.0,37.5588
B00GXSDB8Q,6,5.0,168.4203
B00GXSDPLE,6,3.67,56.5946
B00GXSC3ZS,6,4.75,374.2307
B00GXSC70E,6,4.62,1197.6988
B00GXSBYWG,6,4.8,280.2129
B00GXSDA9G,6,4.25,74.5941
B00GXSC31W,6,4.79,447.3157
B00GXSDKF0,6,5.0,18.8545
B00GXSDTOC,6,5.0,18.2461
B00GXSDF46,6,3.0,37.5373
B00GXSDYZ6,6,5.0,18.8589
B00GXSDXXO,6,5.0,56.4675
B00GXSDWXU,6,4.75,75.2517
B00GXSE71G,6,5.0,18.8573
B00GXSE5TK,6,4.16,844.306
B00GXSC7XG,6,5.0,111.5324
B00GXSCBA0,6,4.88,148.8009
B00GXSDSN4,6,4.67,56.6007
B00GXSDQ1I,6,5.0,18.864
B00GXSCND0,6,4.8,93.878
B00GXSDVOK,6,4.4,94.2113
B00GXSDJOC,6,1.0,18.8335
B00GXSCH9K,6,5.0,18.8761
B00GXSE0YK,6,5.0,18.7147
B00GXSCS6C,6,4.85,375.3464
B00GXSDHXA,6,5.0,56.0157
B00GXSDGYU,6,5.0,18.875
B00GXSD1V8,6,5.0,131.1418
B00GXSDG2C,6,5.0,56.3136
B00GXSCWUE,6,5.0,18.7458
B00GXSD636,6,5.0,75.0195
B00GYIP7AA,189,5.0,18.7807
B00GZAELY0,190,5.0,18.7166
B00GZAH2KU,191,5.0,18.345
B00GZAIBQO,192,5.0,36.6818
B00GZAFLDA,193,5.0,17.6803
B00GZAPAHM,194,5.0,72.6221
B00GZAOCMG,195,5.0,18.4255
B00GZATKBY,196,5.0,36.0174
B00GZAFY64,197,5.0,36.1452
B00GZATJOW,198,5.0,18.833
B00GZAT2E4,199,5.0,18.6237
B00GZAHWY6,200,5.0,17.6167
B00GZAX8JO,199,5.0,37.7858
B00GZAITB6,201,1.0,18.0426
B00H5BM98S,6,4.79,958.1181
B00H5BM0K0,6,4.84,569.0465
B00H5BM23K,6,4.95,1989.3974
B00H5BMO6A,6,4.62,438.9406
B00H5BMYAG,6,4.78,428.4482
B00H5BMQEA,6,4.88,900.5172
B00H5BMIHA,6,4.75,7136.8122
B00H5BMULO,6,4.79,784.514
B00H5BMM94,6,4.29,258.2694
B00H5BMMVW,6,4.94,589.8617
B00H5BN0GS,6,4.85,478.4404
B00H5BMVG8,6,4.84,2771.1166
B00H5BMZ32,6,4.57,387.3896
B00H5BNENW,6,4.87,3326.9072
B00H5BMNJI,6,4.78,1434.2753
B00H5BM4CO,6,4.69,777.169
B00H5BMZPU,6,4.82,1463.0714
B00H5BM6JU,6,4.81,1163.3146
B00H5BNIR4,6,4.53,1084.382
B00H5BN6V2,6,4.84,934.03
B00H5BNFJK,6,4.76,750.6964
B00H5BNBJ4,6,4.91,420.8039
B00H5BNH5C,6,4.64,204.0194
B00H5BNLUS,6,4.87,1283.5927
B00H5BNVYY,6,3.0,18.7268
B00H5BMHS0,6,4.91,1380.3746
B00H5BMH44,6,4.81,39435.4913
B00H5BMRN0,6,4.7,1734.4591
B00H5BM3L6,6,4.9,1454.2857
B00H5BMF00,6,4.81,9742.1674
B00H5BNNY2,6,5.0,366.1939
B00H5BNRVQ,6,4.8,277.3885
B00H5BNAU4,6,4.78,167.5678
B00H5BNOMI,6,4.84,931.1109
B00H5BO4PE,6,5.0,18.1001
B00H5BODQ4,6,5.0,37.3045
B00H5BN54U,6,4.86,405.2653
B00H5BO0DK,6,5.0,18.7407
B00H5BNURC,6,3.0,37.5389
B00H5BOUWG,6,5.0,37.4294
B00H5BO7HY,6,4.75,74.0221
B00H5BPCVE,6,5.0,74.9925
B00H5BNK9A,6,4.74,642.8277
B00H5BMFPK,6,4.79,1930.0217
B00H5BPJQC,6,5.0,18.8086
B00H5BPOKI,6,5.0,18.7243
B00H5BNKYA,6,4.88,2561.1681
B00H5BM8DY,6,4.91,607.3531
B00H5BLZVA,6,4.75,663.6103
B00H5BPEB2,6,1.0,18.7867
B00H5BM5VE,6,4.77,475.9889
B00H5BOF26,6,4.33,56.5841
B00H5BLXA8,6,4.92,904.7429
B00H5BN162,6,4.49,643.7235
B00H5BO3VO,6,5.0,112.6433
B00H5BO6P2,6,5.0,18.7433
B00H5BOA4O,6,5.0,18.7582
B00H5BO5VW,6,4.36,469.0013
B00H5BOFLM,6,5.0,112.8772
B00H5BOVMK,6,5.0,18.7401
B00H5BNSHY,6,4.96,439.7349
B00H5BNY64,6,5.0,18.7433
B00H5BNTBY,6,4.79,699.1963
B00H5BO58K,6,5.0,37.3287
B00H5BN7P2,6,4.76,606.0119
B00H5BOEEA,6,5.0,18.8589
B00H7LOMWW,202,5.0,18.1132
B00H7M28OK,203,5.0,35.9058
B00HAPOVZI,199,5.0,18.4324
B00HEYD5HU,199,5.0,17.8991
B00HEYBWH0,199,5.0,18.8092
B00HFG0LLU,6,5.0,18.6978
B00HFG0K4S,6,4.86,2273.0945
B00HFG0MO6,6,4.95,372.4433
B00HI3QQQE,6,4.75,75.0667
B00HI3QU7O,6,5.0,18.7458
B00HI3QPWE,6,3.0,18.7795
B00HI3QRZE,6,4.42,224.6148
B00HI3QVPA,6,5.0,131.2155
B00HI3QS9O,6,5.0,74.9391
B00HI3QW0E,6,3.0,56.2801
B00HI3QXIU,6,5.0,75.3692
B00HI3R0T6,6,4.75,75.353
B00HI3QYG6,6,1.0,18.8098
B00HI3QRPO,6,5.0,18.8398
B00HI3QVEG,6,5.0,18.7975
B00HI3QWKY,6,4.8,93.7311
B00HI3QX8A,6,5.0,93.4847
B00HI3QUGK,6,5.0,75.2936
B00HI3R3F2,6,5.0,17.1475
B00HI3QYZC,6,4.2,93.9505
B00HI3QV1E,6,5.0,18.7855
B00HI3QZA6,6,5.0,74.7118
B00HI3QURE,6,4.1,185.3985
B00HI3QXU8,6,5.0,56.5441
B00HI3QT0M,6,5.0,37.5262
B00HI3R5ZU,6,3.0,18.7837
B00HI3R54Q,6,5.0,18.7771
B00HI3R2JY,6,5.0,18.7698
B00HLAO65M,204,4.66,1559.9912
B00HTNUARE,205,5.0,56.3155
B00HX3PRBE,206,4.71,126.4451
B00I0DN5Q0,207,5.0,18.3477
B00I0DMP98,208,1.0,17.9193
B00I0EQ4LM,209,5.0,17.0705
B00I5428VM,6,4.85,981.1547
B00I542CPE,6,4.53,2127.3651
B00I542AQU,6,5.0,18.8341
B00I5428EE,6,4.79,2346.7052
B00I5429B6,6,4.62,677.0502
B00I542D5I,6,4.97,725.4767
B00I542EEI,6,5.0,223.8913
B00I5426SM,6,4.81,6587.035
B00I542B64,6,5.0,18.8255
B00I5429PM,6,4.69,485.8791
B00I542E02,6,4.85,480.6525
B00I542BQ4,6,5.0,18.682
B00I542DM6,6,4.68,630.1981
B00IDF4GSQ,210,2.87,576.6151
B00IDF8UWE,210,2.27,556.9838
B00IGHYNXY,211,5.0,55.5296
B00IGYPALG,212,4.71,4760.6817
B00IIZHE08,213,5.0,18.5761
B00ISCEAMG,1,4.64,4526.2753
B00IYFIKUA,214,3.0,37.1325
B00IYFNQP4,215,5.0,35.971
B00IYFRY2U,216,1.0,17.6012
B00IYFMYEI,217,5.0,17.939
B00IYVZ3XG,6,4.0,18.7661
B00IYVZ1BU,6,4.57,2048.1732
B00IYVZ6MY,6,4.86,942.2467
B00JDQJZWG,1,4.76,53794.9005
B00JDQKFPC,1,4.67,17845.6451
B00JJ5A0GQ,218,2.67,538.8217
B00JJ59UA8,219,4.34,1565.2206
B00JJ5A54S,220,5.0,17.957
B00JMSW0PO,221,5.0,18.8197
B00JONBIAK,222,4.33,106.8298
B00JQKJNGW,6,5.0,147.025
B00JQKJY02,6,4.67,166.6998
B00JQKK2JE,6,4.33,111.764
B00JQKJGVO,6,4.88,149.2789
B00JQKK3JS,6,4.44,332.579
B00JQKJLQE,6,5.0,93.0225
B00JQKJW9K,6,5.0,18.771
B00JQKJKD8,6,5.0,74.1311
B00JQKJQUU,6,4.0,18.7939
B00JQKK08W,6,5.0,18.5315
B00JQKJKWO,6,5.0,18.1295
B00JQKJP24,6,5.0,128.9715
B00JQKJYP2,6,5.0,93.012
B00JQKJMKE,6,4.88,593.8633
B00JQKK4BU,6,3.0,37.1328
B00JQKJJF2,6,4.91,204.1023
B00JQKK1PE,6,4.33,110.8076
B00JQKJO6G,6,4.94,332.2634
B00JRDUOSY,223,5.0,17.9653
B00JRDUALA,223,5.0,17.9761
B00JRDVU1Y,223,1.0,17.4535
B00JRDUJK2,223,5.0,18.7102
B00JRDV3WU,223,5.0,17.2937
B00JRDW2RA,223,5.0,16.6138
B00JRDWH3Y,223,5.0,18.4725
B00JU71D4G,224,5.0,18.3985
B00K0PNZQG,6,4.75,73.9358
B00K0PO196,6,4.86,5586.8824
B00K0PO7AO,6,4.79,1698.7852
B00K0PNXYU,6,5.0,36.3842
B00K4PIE68,225,4.67,541.057
B00K4PI97C,226,5.0,35.8575
B00K4PIL84,227,4.61,595.7219
B00K4PII50,228,5.0,72.1031
B00K4PJ3F4,229,4.83,408.5206
B00K4PI66Q,230,4.69,652.2422
B00K4PISAA,231,2.33,54.9745
B00K4PIV2K,232,3.75,143.6088
B00K4PIXXW,233,4.5,358.7436
B00K4PIBUW,234,4.69,285.2316
B00K4PO8WC,235,5.0,17.487
B00K4PJ0O8,236,5.0,18.3752
B00KCC09DE,147,5.0,18.6577
B00KF5MK08,237,1.0,18.7224
B00KFLZKFE,6,4.57,1903.4527
B00KFLZVQM,6,3.93,2615.3579
B00KFLZOWS,6,4.67,1197.6624
B00KI1GKXC,6,3.5,146.0105
B00KN2X6V0,6,5.0,74.0156
B00KN2X25A,6,5.0,91.9315
B00KN2WYQ8,6,5.0,37.3328
B00KV30IHG,238,4.11,14367.0556
B00KY9QQGE,239,4.91,575.3303
B00LHH4LM8,240,5.0,18.6958
B00LWB6XDE,241,1.0,36.356
B00LWBDTP4,242,5.0,35.5415
B00LWBGBPO,243,5.0,18.678
B00M0AHQSC,6,4.46,861.2902
B00MATEWFI,244,3.0,36.8395
B00MAU9L3U,245,5.0,18.6584
B00MFXWQKC,6,4.75,72.2724
B00MFXWLG6,6,5.0,109.8131
B00MN5VAWC,141,3.94,1652.0202
B00MOWEKTY,224,5.0,53.8054
B00MOWF1IS,246,4.2,181.5755
B00MOWEHIS,110,4.62,670.11
B00MOWENEG,247,5.0,35.484
B00MV9EWRU,6,4.8,91.9303
B00MV9F8PA,6,4.39,826.1475
B00MV9FQXO,6,4.74,2843.253
B00MV9FY4K,6,4.6,183.7601
B00MV9H6VY,6,4.48,10031.0025
B00MV9FM9C,6,4.62,5935.5872
B00MV9G598,6,4.92,214.0832
B00MV9GTFS,6,4.6,2163.1174
B00MV9GM8W,6,4.72,4120.8388
B00MV9FPLM,6,4.59,2143.3871
B00MV9GRNW,6,3.74,1292.7192
B00MV9G95S,6,4.76,446.7203
B00MV9FCFQ,6,4.11,6282.4108
B00MV9IWBC,6,3.67,53.6828
B00MV9GCYQ,6,4.57,4607.8937
B00MV9I6QS,6,4.65,308.602
B00MV9ILEU,6,5.0,89.1856
B00MV9GYHG,6,4.2,91.1081
B00MV9HZ1U,6,3.0,17.4421
B00MV9LXKE,6,4.7,1543.5835
B00MV9IE1K,6,5.0,36.4027
B00MV9LSHC,6,4.42,3073.9759
B00MV9MJLQ,6,3.86,635.2834
B00MV9KAWQ,6,5.0,18.1835
B00MV9K620,6,4.28,448.6233
B00MV9MUHY,6,3.92,218.0333
B00MV9LN2M,6,4.86,126.4736
B00MV9GKCA,6,3.62,296.3507
B00MV9LDGS,6,5.0,36.9291
B00MV9GGEC,6,4.57,7459.2085
B00MV9OCHK,6,5.0,73.1083
B00MV9L0PW,6,4.26,3330.4308
B00MV9MEO8,6,4.83,110.8927
B00MV9OQYO,6,4.54,2270.3933
B00MV9P1DY,6,5.0,54.815
B00MV9OHUM,6,4.74,1121.482
B00MV9H2B8,6,3.41,779.4067
B00MV9FJ0E,6,4.5,179.7296
B00MV9MON4,6,4.08,462.0407
B00MV9IZH8,6,5.0,18.3011
B00MV9P454,6,4.01,1310.0228
B00MV9O4ZA,6,3.6,89.4742
B00MV9L8DG,6,4.12,306.493
B00MV9F2QU,6,4.71,1497.9711
B00MV9PB5C,6,3.94,1230.7365
B00MV9O08G,6,4.74,3616.6431
B00MV9N316,6,4.71,3711.5634
B00MV9OO2S,6,4.45,361.6287
B00MV9P8MS,6,4.53,5736.1606
B00MV9M8PS,6,4.57,1092.12
B00MV9M0UQ,6,4.43,3111.501
B00MVA460C,6,4.83,218.8053
B00MVA457Q,6,4.33,55.0989
B00MVA3KMC,6,5.0,18.1501
B00MV9PIY6,6,4.6,182.4107
B00MV9LHPU,6,4.25,145.3081
B00MVA44JK,6,5.0,73.5825
B00MVA43Z0,6,4.55,200.6108
B00MV9PN32,6,4.83,212.3485
B00MVA46R0,6,4.26,347.0374
B00MW8CMJU,248,4.0,446.0492
B00MXD9CQA,249,4.46,740.8504
B00MXD9HUG,250,4.5,180.0188
B00MXD9X14,251,2.75,71.4093
B00N47FWXQ,1,4.48,424.1179
B00N47FVEG,1,5.0,55.6219
B00N47FXDK,1,4.65,369.6781
B00N594BHQ,6,5.0,18.6516
B00NJ33V60,252,5.0,17.9474
B00NM4J4UI,253,5.0,35.4414
B00NM4II5A,254,4.11,337.7801
B00NM4IXMS,253,5.0,16.8922
B00NO38QPQ,255,5.0,18.3422
B00NU7QP6S,6,4.5,291.4335
B00NU7UVUO,6,4.7,670.7327
B00NU7UN98,6,4.71,304.2276
B00NU7V6JE,6,4.63,343.9999
B00NU7R224,6,4.61,1219.1784
B00NU7VFCC,6,5.0,161.5291
B00NU7UEGU,6,4.44,492.5366
B00NU7U6E0,6,4.57,250.5561
B00NU8F23Y,6,4.67,432.3058
B00NU8FTK0,6,4.36,908.1095
B00NUZW4GA,256,5.0,17.236
B00NVUBRHQ,24,4.82,201.6936
B00O3YIUCE,83,4.1,549.1262
B00O3YKR48,72,4.86,1059.2698
B00O3YJ2TE,86,4.75,575.4174
B00O3YIABA,77,4.91,808.4802
B00O3YKYPA,35,4.92,1165.5399
B00O3YJMS0,24,4.44,1324.4494
B00O3YJS84,92,4.08,669.132
B00O3YIGOG,16,4.86,905.0768
B00O3YJD4S,187,4.83,1853.1381
B00O4I4SAM,11,4.55,521.5701
B00O4I5HWA,10,4.82,871.0433
B00O4I5S7O,179,4.8,2947.8487
B00O4I4Y3S,187,4.84,449.5578
B00O5C5D88,6,5.0,74.1048
B00O5C59FA,6,5.0,37.1464
B00O5C53KQ,6,4.67,222.1762
B00O5C652G,6,5.0,35.9167
B00O5C60N0,6,4.38,236.1448
B00O5C62OM,6,5.0,55.8977
B00O5C4ZUK,6,5.0,203.9561
B00O5C5824,6,4.67,55.7677
B00O5C6EC2,6,5.0,18.5468
B00O5C5YQO,6,5.0,126.045
B00O5C5NLA,6,4.29,128.3181
B00O5C68J6,6,4.8,92.4986
B00O5C66KM,6,5.0,74.4543
B00O5C55CC,6,5.0,55.8457
B00O5C5B9E,6,5.0,18.5392
B00O5C6C4W,6,5.0,72.6924
B00O5DDPH8,6,3.0,37.2066
B00O988YK2,6,5.0,18.6557
B00OC7AU8Y,257,5.0,18.2904
B00OC7HSB6,258,5.0,37.1196
B00OD4DR5E,6,4.0,74.0179
B00OD4E0FA,6,5.0,18.6405
B00OD4FHDE,6,5.0,36.6097
B00OD4ELZ4,6,5.0,36.8118
B00OD4DX3U,6,5.0,18.4976
B00OD4FDOC,6,5.0,18.5229
B00OD4DU4M,6,5.0,18.6495
B00OD4L8SW,6,5.0,35.6464
B00OD4L2VU,6,4.68,401.5111
B00OD4LBSO,6,4.17,109.5118
B00OD4MVAG,6,5.0,109.8459
B00OD4M30O,6,4.0,73.6656
B00OD4MC28,6,5.0,18.0662
B00OD4LIFA,6,4.5,146.6265
B00OD4M93U,6,5.0,37.192
B00OD4L5DA,6,4.61,420.6197
B00OD4K3NS,6,5.0,18.2614
B00OD4MLTW,6,5.0,18.2972
B00OD4METE,6,5.0,37.2807
B00OD4MING,6,5.0,18.2389
B00OD4W6KG,6,5.0,18.5299
B00OD4L0D0,6,5.0,273.9998
B00OD4UWNY,6,5.0,17.3657
B00OD4LKQM,6,5.0,36.3716
B00OGME00O,6,5.0,73.1948
B00OGMDVCW,6,4.94,294.2934
B00OGPXPOI,259,5.0,55.2064
B00OGPYGQ4,138,1.44,167.7518
B00OGPYUV0,260,2.2,88.583
B00OGPXG9W,261,4.38,287.7123
B00OGQ7SAO,212,4.89,980.3367
B00OH7VV3C,6,4.33,54.6495
B00OH7Z2TG,6,4.5,148.7603
B00OH7XY0U,6,4.28,332.3519
B00OH7WPU0,6,5.0,18.579
B00OH7WGTK,6,4.25,71.6711
B00OH7Y8R8,6,5.0,18.6174
B00OH7WZNC,6,5.0,18.4493
B00OH7ZB2O,6,4.5,285.7955
B00OH7YUBM,6,5.0,18.6611
B00OH7YAGW,6,5.0,196.9786
B00ONCTCSC,262,5.0,18.3771
B00OQT4XQ8,6,5.0,54.562
B00OQT53FS,6,4.33,109.4488
B00OQT3XUK,6,4.75,1340.9874
B00OQT4QUQ,6,4.4,90.7236
B00OQTXF7G,6,2.33,54.9167
B00OQU89Y4,6,5.0,18.6252
B00OR54DES,263,4.76,1709.4833
B00OR54OA6,264,4.82,392.6517
B00OSEN5YW,6,5.0,36.7095
B00OSEKGMQ,6,4.58,216.9235
B00OSEKYKU,6,5.0,18.4011
B00OSEMX7C,6,4.0,18.2884
B00OSEKQ30,6,5.0,70.6779
B00OSELVYS,6,1.0,18.5392
B00OSELPLW,6,5.0,36.6633
B00OV98F44,8,4.92,925.6126
B00OX9NYK2,6,4.35,456.1057
B00OX9OLYA,6,4.67,329.8207
B00OX9OP00,6,3.86,127.2449
B00OX9NV3C,6,5.0,108.4903
B00OX9OKO6,6,4.59,4184.272
B00OX9OBV8,6,4.83,109.5754
B00OX9OT2Y,6,5.0,200.1266
B00P08BVBO,265,4.78,423.7183
B00P3DUFRW,266,4.39,4684.0534
B00P3DVHT2,267,4.26,700.8376
B00P6TN9T4,6,4.58,667.9647
B00P8N415E,6,4.75,936.6964
B00P8N2TN0,6,5.0,18.5988
B00P8N3YPC,6,4.77,645.7461
B00P8N4Q36,6,4.86,257.9728
B00P8N33EE,6,4.67,55.2703
B00P8N3678,6,5.0,55.3239
B00P8N3O7U,6,4.87,849.0718
B00P8N57XO,6,5.0,55.3695
B00P8N4L3G,6,4.58,568.1545
B00P8N3QLY,6,4.81,1071.139
B00P8N3JGG,6,5.0,129.6064
B00P8N5HLQ,6,4.33,55.4994
B00P8N5X2E,6,3.5,36.9052
B00P8N4ISE,6,4.92,440.0889
B00P978HUE,268,5.0,18.1868
B00P9VDRAA,6,4.33,430.1948
B00P9VD9ZS,6,4.56,161.2216
B00P9VE9S4,6,4.6,176.8627
B00P9VF3DE,6,4.68,1154.7712
B00P9VG6IK,6,4.0,70.9547
B00P9VEQF0,6,4.44,1579.1226
B00P9VHCBU,6,4.09,3763.366
B00P9VCASU,6,4.33,211.1791
B00P9VGPNQ,6,5.0,34.9505
B00P9VGZYA,6,4.55,361.3625
B00P9VFGGS,6,4.58,544.2054
B00PABVTS6,6,4.02,915.0327
B00PG248V4,269,3.86,378.9983
B00PG25106,270,5.0,18.5174
B00PG24V2A,271,4.37,344.2488
B00PG23QFI,272,4.69,1779.7334
B00PG40DW0,6,4.81,294.8414
B00PG40EE2,6,4.78,497.2195
B00PG40HPI,6,4.95,789.2713
B00PG40L0E,6,4.73,276.6406
B00PG40ICK,6,4.71,936.7052
B00PG40CO4,6,4.9,742.041
B00PG40DCA,6,4.88,736.0226
B00PG40F14,6,4.84,696.4332
B00PG40U9G,6,4.45,203.562
B00PG40SDY,6,4.85,2749.0129
B00PG40QOK,6,4.93,516.809
B00PG40FPU,6,4.79,257.9608
B00PG41F3G,6,3.33,55.9339
B00PG40UYQ,6,4.43,424.3144
B00PG40RBW,6,4.83,110.2189
B00PG4141O,6,5.0,18.6598
B00PG40J3I,6,4.67,552.0807
B00PG4FAH8,273,4.68,1008.1731
B00PG8502O,273,4.66,9737.0145
B00PG9870U,274,4.75,2836.1407
B00PGOMSU0,6,3.83,3888.7047
B00PMFBOD0,275,5.0,17.9948
B00PMFBDMC,223,5.0,17.9306
B00PMLDFSQ,6,4.67,613.2853
B00PMLDJ7I,6,4.83,773.8347
B00PMLDPYK,6,4.69,1596.6831
B00PMLE8VO,6,5.0,18.6378
B00PMLEFB2,6,5.0,73.9103
B00PMLDZ2C,6,5.0,18.6371
B00PMLDLKI,6,4.76,2206.0686
B00PMLDNBA,6,4.81,1278.4411
B00PMLDTO6,6,4.84,4156.8129
B00PMLD91O,6,4.74,12107.5524
B00PMOSXSK,6,4.81,1556.2379
B00PMOSZJW,6,4.56,1145.57
B00PMOST0M,6,4.79,777.0921
B00PMOSYM0,6,4.82,908.7662
B00PMOSWTU,6,4.94,333.0766
B00PMOT1L8,6,4.72,3198.7851
B00PMOSVW8,6,4.89,648.6371
B00PUNYROW,275,5.0,17.9348
B00PZFDFDE,276,4.38,240.222
B00Q3MQ9JK,6,5.0,18.6481
B00Q3MQ562,6,5.0,55.5888
B00Q3MPZ5Y,6,5.0,55.8838
B00Q3NG6FQ,6,3.7,183.0473
B00Q3NFTTA,6,4.66,839.0733
B00Q5BN5PK,6,4.85,497.2236
B00Q5BNKYQ,6,5.0,36.2852
B00Q5BNVPE,6,4.64,201.4402
B00Q5BOOLY,6,4.18,202.0942
B00Q5BP0TY,6,4.86,663.0322
B00Q5BO5NQ,6,5.0,55.3636
B00Q5BOYZU,6,4.88,442.8136
B00Q5BNFXC,6,4.95,349.3154
B00Q5BNS48,6,4.74,2062.276
B00Q5BN99C,6,4.88,295.3337
B00Q5BOSYC,6,4.84,6839.284
B00Q5BNBC2,6,4.84,1689.3922
B00Q5BN7BC,6,5.0,220.9989
B00Q5BNP5U,6,4.77,567.1932
B00Q5BN3P2,6,4.7,1459.8378
B00Q5BOMP2,6,4.69,240.0219
B00Q5BO2D4,6,4.8,92.1397
B00Q75EQYS,277,5.0,18.6266
B00Q75EZVM,277,5.0,18.582
B00Q7Z38B0,278,5.0,71.8803
B00Q80UCUE,279,4.0,54.9142
B00Q80WDEM,280,4.57,379.5559
B00QB6L0OC,281,5.0,17.1809
B00QHUIF4K,282,3.0,18.6357
B00QKYOA3I,283,5.0,93.1343
B00R6OW286,284,2.79,842.2387
B00S3F9DHU,8,1.0,18.5893
B00S5JE4PU,285,4.62,1263.4961
B00SXBY5L8,6,4.86,385.8489
B00TEEU5X0,286,3.47,600.4313
B00TEEY3LA,6,4.0,71.8693
B00U6OPWBM,212,4.52,452.8377
B00U7XWGV6,6,4.8,991.8417
B00UUCWCPE,23,4.92,214.9768
B00UV2YR4W,287,3.0,36.4476
B00UW1CEMY,6,4.76,2939.8513
B00UW1DCKW,6,4.75,73.7024
B00UXLIUM6,1,4.83,3664.0365
B00UXLIX00,1,2.8,906.2288
B00UXLIQNY,1,4.84,3682.4403
B00VF0MCCS,288,4.52,2186.6552
B00VF0NS9O,289,4.64,248.3829
B00VF0N90M,290,4.62,229.2856
B00VGLSEOG,32,4.93,276.1017
B00VTVA9TQ,61,4.62,1294.1885
B00VW9QNPE,6,4.65,3159.1987
B00VW9SC12,6,4.5,701.6344
B00W1ZGD94,6,3.67,55.0537
B00W20N7O2,6,5.0,36.9769
B00W20NJW2,6,5.0,18.5048
B00W20LE10,6,5.0,18.3261
B00W20MW48,6,5.0,238.9848
B00W20OR8C,6,1.0,18.3976
B00W20NXXW,6,5.0,18.2614
B00WJN875Q,291,5.0,36.4653
B00WROYLMU,292,4.43,125.538
B00WROYVVQ,293,5.0,302.318
B00WXN230W,6,5.0,74.0231
B00X4RERY6,1,5.0,54.0334
B00X6G8J3A,294,4.67,4047.0224
B00XO1OZTY,6,4.75,3212.4423
B00XU7O7OK,141,3.84,1226.0868
B00XUUAB92,6,4.51,1116.8302
B00YB1WKTS,295,1.0,18.4839
B00YD567IW,6,4.65,3408.0644
B00YD55RD8,6,4.15,586.7125
B00YD5XWEY,296,4.73,1070.8266
B00YD743CW,297,4.72,1230.9738
B00YD74M4Q,8,4.2,2376.9066
B00YHWJ1RK,6,4.95,364.1804
B00ZARHB6E,6,3.26,413.5424
B00ZHJSFAQ,298,5.0,18.1546
B0108MGBA2,299,1.0,18.0588
B0108MW5N4,6,4.15,233.5711
B0108MGLWU,300,5.0,71.287
B010RHMIAA,6,4.53,301.226
B0145WHAOC,6,4.87,272.7374
B0145WHNXA,6,4.78,2129.1791
B0145WHIXK,6,4.85,364.2939
B0145WHBJG,6,4.95,345.0736
B0145WHH7W,6,4.7,182.6445
B0145WHXGM,6,4.82,2089.2933
B0145WI1PY,6,4.93,272.908
B0145WI0MI,6,4.95,382.4296
B0145WHCFO,6,4.73,199.1826
B0145WHQPA,6,4.8,5058.3594
